 No. ,������,�����ѷ�,ȭ��,Ű,��ż����㸮�ѷ�,������,�Ӹ��ѷ�,�߱���,����,������,������,����������,����������,������,����ȭ,BMI����
" 2,343 ",20130422,98.5 cm,88.0 cm,175.2 cm,84.5 cm (33.3 in),77.1 cm,58.3 cm,26.5 cm,9.9 cm,65.1 kg,100-173,100-L(84)-178,85-M(77)-173,58ȣ,265mm,21.2
" 2,344 ",20130422,111.5 cm,86.4 cm,172.2 cm,94.1 cm (37.1 in),76.0 cm,56.7 cm,26.3 cm,10.6 cm,85.3 kg,110-173,110-M(80)-173,95-M(77)-173,57ȣ,265mm,28.7
" 2,345 ",20130422,90.8 cm,87.0 cm,173.6 cm,85.8 cm (33.8 in),76.5 cm,60.3 cm,27.5 cm,8.8 cm,58.2 kg,90-173,95-L(82)-173,85-M(77)-173,60ȣ,275mm,19.4
" 2,346 ",20130422,100.4 cm,91.4 cm,182.8 cm,93.4 cm (36.8 in),80.6 cm,56.1 cm,27.3 cm,9.8 cm,81.4 kg,100-185,100-L(87)-185,95-M(82.3)-185,56ȣ,275mm,24.3
" 2,347 ",20130422,99.7 cm,89.3 cm,179.0 cm,86.6 cm (34.1 in),79.1 cm,57.8 cm,27.0 cm,10.6 cm,72.2 kg,100-178,100-L(84)-178,85-M(79.2)-178,58ȣ,270mm,22.5
" 2,348 ",20130422,102.6 cm,86.1 cm,171.7 cm,78.3 cm (30.8 in),75.4 cm,54.5 cm,25.6 cm,10.2 cm,70.0 kg,105-173,105-L(82)-173,80-S(74)-173,54ȣ,260mm,23.7
" 2,349 ",20130422,105.1 cm,90.0 cm,180.7 cm,93.3 cm (36.7 in),79.5 cm,59.6 cm,27.2 cm,10.3 cm,78.0 kg,105-178,105-M(85)-185,95-M(79.2)-178,60ȣ,275mm,23.8
" 2,350 ",20130422,100.9 cm,88.4 cm,177.4 cm,68.3 cm (26.9 in),78.4 cm,55.3 cm,26.6 cm,9.3 cm,78.5 kg,100-178,100-L(84)-178,70-M(77)-173,55ȣ,270mm,24.9
" 2,351 ",20130422,84.6 cm,84.1 cm,169.1 cm,67.3 cm (26.5 in),74.7 cm,57.3 cm,24.1 cm,8.6 cm,51.5 kg,90-168,90-M(80)-173,70-M(77)-173,57ȣ,245mm,18.0
" 2,352 ",20130422,93.4 cm,87.9 cm,175.6 cm,77.9 cm (30.7 in),77.3 cm,54.6 cm,25.6 cm,8.8 cm,62.8 kg,95-178,95-L(84)-178,80-M(77)-173,55ȣ,260mm,20.4
" 2,353 ",20130422,91.1 cm,85.8 cm,172.1 cm,82.2 cm (32.4 in),75.9 cm,56.2 cm,24.9 cm,9.3 cm,67.5 kg,90-173,95-L(82)-173,80-M(77)-173,56ȣ,250mm,22.8
" 2,354 ",20130422,92.4 cm,88.2 cm,176.8 cm,77.3 cm (30.4 in),78.0 cm,55.2 cm,25.9 cm,8.8 cm,64.7 kg,90-178,95-L(84)-178,75-M(79.2)-178,55ȣ,260mm,20.7
" 2,355 ",20130422,90.2 cm,87.7 cm,174.5 cm,77.8 cm (30.6 in),77.0 cm,58.8 cm,27.9 cm,8.3 cm,58.6 kg,90-173,90-M(82)-178,80-M(77)-173,59ȣ,280mm,19.2
" 2,356 ",20130422,94.1 cm,83.9 cm,168.3 cm,76.0 cm (29.9 in),73.9 cm,58.3 cm,25.8 cm,9.6 cm,57.8 kg,95-168,95-L(80)-168,75-M(74.8)-168,58ȣ,260mm,20.4
" 2,357 ",20130422,86.8 cm,84.1 cm,168.9 cm,68.9 cm (27.1 in),74.3 cm,55.0 cm,24.0 cm,8.8 cm,52.8 kg,90-168,90-M(80)-173,70-M(77)-173,55ȣ,240mm,18.5
" 2,358 ",20130422,111.1 cm,89.6 cm,178.8 cm,110.2 cm (43.4 in),78.6 cm,58.1 cm,26.6 cm,10.1 cm,101.4 kg,110-178,110-M(82)-178,105-M(79.2)-178,58ȣ,270mm,31.7
" 2,359 ",20130422,107.9 cm,86.0 cm,172.4 cm,95.9 cm (37.8 in),76.1 cm,57.8 cm,26.4 cm,10.4 cm,80.9 kg,110-173,105-L(82)-173,95-M(77)-173,58ȣ,265mm,27.2
" 2,360 ",20130422,97.8 cm,88.7 cm,178.2 cm,86.0 cm (33.9 in),78.7 cm,54.2 cm,26.2 cm,8.7 cm,63.3 kg,100-178,100-L(84)-178,85-M(79.2)-178,54ȣ,265mm,19.9
" 2,361 ",20130422,88.8 cm,88.1 cm,175.5 cm,63.8 cm (25.1 in),77.5 cm,55.1 cm,25.5 cm,9.6 cm,58.5 kg,90-178,90-M(82)-178,70-M(77)-173,55ȣ,255mm,19.0
" 2,362 ",20130422,95.6 cm,90.7 cm,182.0 cm,77.4 cm (30.5 in),80.1 cm,59.1 cm,28.5 cm,9.5 cm,64.8 kg,95-185,95-M(85)-185,75-M(82.3)-185,59ȣ,285mm,19.6
" 2,363 ",20130422,96.5 cm,87.6 cm,176.2 cm,79.4 cm (31.2 in),77.5 cm,57.4 cm,26.6 cm,8.7 cm,62.9 kg,95-178,95-L(84)-178,80-S(76.2)-178,57ȣ,270mm,20.3
" 2,364 ",20130422,92.5 cm,83.6 cm,167.3 cm,66.2 cm (26.0 in),73.9 cm,55.8 cm,25.1 cm,9.0 cm,55.6 kg,95-168,95-L(80)-168,70-M(77)-173,56ȣ,255mm,19.7
" 2,365 ",20130422,96.9 cm,85.4 cm,171.4 cm,87.3 cm (34.4 in),75.4 cm,61.1 cm,27.8 cm,10.6 cm,68.8 kg,95-173,95-L(82)-173,85-M(77)-173,61ȣ,280mm,23.4
" 2,366 ",20130422,89.3 cm,88.3 cm,176.1 cm,72.1 cm (28.4 in),77.7 cm,57.6 cm,26.3 cm,10.3 cm,60.7 kg,90-178,90-M(82)-178,75-M(79.2)-178,58ȣ,265mm,19.6
" 2,367 ",20130422,96.3 cm,89.6 cm,179.3 cm,88.3 cm (34.7 in),79.1 cm,57.5 cm,26.3 cm,10.2 cm,77.5 kg,95-178,95-L(84)-178,90-M(79.2)-178,57ȣ,265mm,24.1
" 2,368 ",20130422,96.0 cm,86.3 cm,172.4 cm,85.9 cm (33.8 in),75.8 cm,57.9 cm,24.7 cm,8.5 cm,65.2 kg,95-173,95-L(82)-173,85-M(77)-173,58ȣ,250mm,21.9
" 2,369 ",20130422,93.9 cm,86.2 cm,172.4 cm,75.3 cm (29.7 in),76.1 cm,56.1 cm,26.5 cm,8.9 cm,60.0 kg,95-173,95-L(82)-173,75-M(77)-173,56ȣ,265mm,20.2
" 2,370 ",20130422,88.8 cm,92.4 cm,185.5 cm,77.6 cm (30.5 in),81.6 cm,57.1 cm,28.2 cm,8.8 cm,69.0 kg,95-185,90-M(85)-185,80-M(82.3)-185,57ȣ,285mm,20.0
" 2,371 ",20130422,101.8 cm,89.9 cm,179.7 cm,84.1 cm (33.1 in),79.1 cm,58.0 cm,26.7 cm,10.1 cm,80.7 kg,100-178,100-L(87)-185,85-M(79.2)-178,58ȣ,270mm,25.1
" 2,372 ",20130422,96.8 cm,85.3 cm,170.6 cm,83.8 cm (33.0 in),75.1 cm,57.9 cm,26.4 cm,10.4 cm,64.0 kg,95-173,95-L(82)-173,85-M(74.8)-168,58ȣ,265mm,22.0
" 2,373 ",20130422,97.7 cm,87.3 cm,173.9 cm,81.3 cm (32.0 in),76.7 cm,57.1 cm,26.5 cm,8.8 cm,68.1 kg,100-173,100-L(84)-178,80-M(77)-173,57ȣ,265mm,22.6
" 2,374 ",20130422,116.3 cm,88.4 cm,177.5 cm,108.7 cm (42.8 in),78.0 cm,57.0 cm,26.6 cm,9.8 cm,100.9 kg,115-178,115-M(82)-178,105-M(79.2)-178,57ȣ,270mm,32.1
" 2,375 ",20130422,103.0 cm,88.7 cm,176.9 cm,90.4 cm (35.6 in),78.0 cm,56.4 cm,25.4 cm,9.3 cm,76.7 kg,105-178,105-L(84)-178,90-M(79.2)-178,56ȣ,255mm,24.5
" 2,376 ",20130422,110.9 cm,85.0 cm,170.7 cm,99.1 cm (39.0 in),75.0 cm,57.7 cm,25.4 cm,9.0 cm,83.3 kg,110-173,110-M(80)-173,100-M(77)-173,58ȣ,255mm,28.6
" 2,377 ",20130422,85.7 cm,85.1 cm,170.4 cm,70.8 cm (27.9 in),75.1 cm,57.5 cm,25.2 cm,8.7 cm,51.8 kg,90-168,90-M(80)-173,70-M(77)-173,58ȣ,255mm,17.8
" 2,378 ",20130422,102.3 cm,87.1 cm,173.7 cm,87.1 cm (34.3 in),76.5 cm,57.8 cm,26.9 cm,11.1 cm,77.6 kg,100-173,100-L(82)-173,85-M(77)-173,58ȣ,270mm,0.0
" 2,379 ",20130422,103.3 cm,85.2 cm,170.8 cm,86.8 cm (34.2 in),75.2 cm,54.6 cm,24.7 cm,8.2 cm,69.7 kg,105-173,105-L(82)-173,85-M(74.8)-168,55ȣ,250mm,23.9
" 2,380 ",20130422,103.3 cm,87.1 cm,174.0 cm,99.3 cm (39.1 in),76.5 cm,57.9 cm,27.7 cm,10.2 cm,92.1 kg,105-173,105-L(84)-178,100-M(77)-173,58ȣ,280mm,30.4
" 2,381 ",20130422,102.8 cm,91.9 cm,183.4 cm,90.4 cm (35.6 in),80.9 cm,54.9 cm,27.0 cm,10.2 cm,86.8 kg,105-185,100-L(87)-185,90-M(82.3)-185,55ȣ,270mm,0.0
" 2,382 ",20130422,100.1 cm,84.8 cm,170.3 cm,79.0 cm (31.1 in),75.0 cm,57.7 cm,25.9 cm,8.7 cm,65.2 kg,100-168,100-L(82)-173,80-M(74.8)-168,58ȣ,260mm,22.5
" 2,383 ",20130422,99.5 cm,86.0 cm,172.2 cm,70.6 cm (27.8 in),75.9 cm,54.7 cm,24.7 cm,10.4 cm,66.4 kg,100-173,100-L(82)-173,70-M(77)-173,55ȣ,250mm,22.4
" 2,384 ",20130422,92.7 cm,85.6 cm,171.8 cm,87.7 cm (34.5 in),75.5 cm,57.7 cm,26.9 cm,9.8 cm,71.4 kg,95-173,95-L(82)-173,90-M(77)-173,58ȣ,270mm,24.2
" 2,385 ",20130422,92.1 cm,87.1 cm,175.2 cm,78.1 cm (30.7 in),77.2 cm,54.6 cm,27.0 cm,9.9 cm,63.9 kg,90-173,95-L(84)-178,80-M(77)-173,55ȣ,270mm,20.8
" 2,386 ",20130422,93.4 cm,89.5 cm,179.5 cm,80.1 cm (31.5 in),79.0 cm,56.4 cm,26.9 cm,9.2 cm,69.8 kg,95-178,95-L(84)-178,80-M(79.2)-178,56ȣ,270mm,21.7
" 2,387 ",20130422,93.7 cm,88.6 cm,176.4 cm,81.7 cm (32.2 in),77.8 cm,56.5 cm,26.8 cm,9.7 cm,67.2 kg,95-178,95-L(84)-178,80-M(79.2)-178,57ȣ,270mm,21.6
" 2,388 ",20130422,95.0 cm,88.2 cm,175.6 cm,85.9 cm (33.8 in),77.4 cm,54.7 cm,28.2 cm,9.2 cm,72.0 kg,95-178,95-L(84)-178,85-M(77)-173,55ȣ,285mm,23.4
" 2,389 ",20130422,89.7 cm,93.5 cm,186.7 cm,89.7 cm (35.3 in),82.2 cm,55.2 cm,27.7 cm,10.2 cm,69.7 kg,95-185,90-M(85)-185,90-M(82.3)-185,55ȣ,280mm,20.0
" 2,390 ",20130422,90.1 cm,91.1 cm,181.9 cm,84.5 cm (33.3 in),80.0 cm,56.9 cm,26.8 cm,9.2 cm,62.2 kg,90-178,90-M(85)-185,85-M(82.3)-185,57ȣ,270mm,18.8
" 2,391 ",20130422,108.7 cm,89.1 cm,178.7 cm,95.1 cm (37.5 in),78.9 cm,57.5 cm,27.1 cm,10.1 cm,89.1 kg,110-178,105-L(84)-178,95-M(79.2)-178,57ȣ,275mm,27.9
" 2,392 ",20130422,99.6 cm,85.2 cm,170.5 cm,88.9 cm (35.0 in),75.1 cm,56.8 cm,26.6 cm,9.2 cm,74.0 kg,100-168,100-L(82)-173,90-M(77)-173,57ȣ,270mm,25.5
" 2,393 ",20130422,111.3 cm,88.6 cm,176.4 cm,102.0 cm (40.2 in),77.9 cm,58.5 cm,26.5 cm,10.4 cm,92.5 kg,110-178,110-M(82)-178,100-M(79.2)-178,59ȣ,265mm,29.7
" 2,394 ",20130422,95.9 cm,80.2 cm,159.9 cm,83.0 cm (32.7 in),70.2 cm,57.4 cm,24.3 cm,8.7 cm,58.7 kg,95-168,95-L(80)-168,85-S(71.8)-168,57ȣ,245mm,23.0
" 2,395 ",20130422,117.2 cm,89.4 cm,179.7 cm,109.5 cm (43.1 in),79.2 cm,57.8 cm,28.0 cm,10.9 cm,83.0 kg,115-178,115-M(85)-185,105-M(79.2)-178,58ȣ,280mm,25.7
" 2,396 ",20130422,99.3 cm,87.9 cm,174.9 cm,82.3 cm (32.4 in),77.0 cm,56.6 cm,27.0 cm,9.6 cm,70.6 kg,100-173,100-L(84)-178,80-M(77)-173,57ȣ,270mm,23.1
" 2,397 ",20130422,116.5 cm,85.3 cm,170.2 cm,102.5 cm (40.3 in),75.0 cm,59.2 cm,26.8 cm,9.7 cm,86.9 kg,115-173,115-M(80)-173,100-M(77)-173,59ȣ,270mm,30.2
" 2,398 ",20130422,87.0 cm,87.6 cm,175.8 cm,77.7 cm (30.6 in),77.3 cm,56.5 cm,25.7 cm,8.2 cm,58.3 kg,90-178,90-M(82)-178,80-S(76.2)-178,56ȣ,260mm,18.9
" 2,399 ",20130422,96.0 cm,91.3 cm,182.2 cm,87.6 cm (34.5 in),80.5 cm,57.0 cm,27.1 cm,9.4 cm,75.1 kg,95-185,100-L(87)-185,90-M(82.3)-185,57ȣ,275mm,22.6
" 2,400 ",20130422,95.6 cm,85.8 cm,172.0 cm,79.1 cm (31.1 in),75.9 cm,57.1 cm,26.8 cm,9.0 cm,62.4 kg,95-173,95-L(82)-173,80-M(77)-173,57ȣ,270mm,21.2
" 2,401 ",20130422,87.2 cm,82.2 cm,164.3 cm,78.1 cm (30.7 in),72.3 cm,55.7 cm,25.1 cm,8.7 cm,60.0 kg,90-168,90-M(78)-168,80-S(71.8)-168,56ȣ,255mm,22.1
" 2,402 ",20130422,99.2 cm,89.4 cm,178.6 cm,88.7 cm (34.9 in),78.7 cm,56.7 cm,27.8 cm,9.7 cm,73.3 kg,100-178,100-L(84)-178,90-M(79.2)-178,57ȣ,280mm,23.0
" 2,403 ",20130422,93.4 cm,83.3 cm,166.6 cm,77.4 cm (30.5 in),73.5 cm,56.3 cm,25.9 cm,9.3 cm,53.9 kg,95-168,95-L(80)-168,75-M(74.8)-168,56ȣ,260mm,19.4
" 2,404 ",20130422,94.1 cm,88.7 cm,177.8 cm,83.1 cm (32.7 in),78.3 cm,56.7 cm,27.2 cm,9.5 cm,66.7 kg,95-178,95-L(84)-178,85-M(79.2)-178,57ȣ,275mm,21.1
" 2,405 ",20130422,102.8 cm,93.4 cm,186.7 cm,87.5 cm (34.4 in),82.3 cm,55.4 cm,25.9 cm,9.2 cm,76.7 kg,105-185,100-L(87)-185,85-M(82.3)-185,55ȣ,260mm,22.1
" 2,406 ",20130422,105.5 cm,83.1 cm,166.1 cm,92.2 cm (36.3 in),73.2 cm,58.4 cm,27.2 cm,9.9 cm,78.2 kg,105-168,105-M(78)-168,90-S(71.8)-168,58ȣ,275mm,28.4
" 2,407 ",20130422,99.7 cm,87.5 cm,175.4 cm,86.6 cm (34.1 in),77.4 cm,58.3 cm,28.2 cm,9.7 cm,71.9 kg,100-173,100-L(84)-178,85-M(77)-173,58ȣ,285mm,23.3
" 2,408 ",20130422,94.2 cm,85.0 cm,170.4 cm,73.8 cm (29.1 in),75.0 cm,56.8 cm,25.4 cm,9.5 cm,62.4 kg,95-168,95-L(82)-173,75-M(74.8)-168,57ȣ,255mm,21.4
" 2,409 ",20130422,106.7 cm,88.4 cm,176.7 cm,94.2 cm (37.1 in),77.8 cm,58.7 cm,27.4 cm,10.3 cm,83.1 kg,105-178,105-L(84)-178,95-M(79.2)-178,59ȣ,275mm,26.6
" 2,410 ",20130422,96.4 cm,91.7 cm,182.5 cm,86.2 cm (33.9 in),80.5 cm,61.4 cm,26.5 cm,9.7 cm,75.4 kg,95-185,100-L(87)-185,85-M(82.3)-185,61ȣ,265mm,22.7
" 2,411 ",20130422,91.3 cm,83.3 cm,167.3 cm,77.2 cm (30.4 in),73.5 cm,59.2 cm,25.3 cm,9.5 cm,59.0 kg,90-168,95-L(80)-168,75-M(74.8)-168,59ȣ,255mm,20.9
" 2,412 ",20130422,87.6 cm,90.8 cm,182.2 cm,85.8 cm (33.8 in),80.2 cm,57.6 cm,27.0 cm,9.0 cm,57.8 kg,90-178,90-M(85)-185,85-M(82.3)-185,58ȣ,270mm,17.4
" 2,413 ",20130422,93.1 cm,84.0 cm,168.8 cm,80.5 cm (31.7 in),74.2 cm,56.6 cm,26.3 cm,9.8 cm,67.6 kg,95-168,95-L(80)-168,80-M(74.8)-168,57ȣ,265mm,23.7
" 2,414 ",20130422,100.5 cm,88.2 cm,176.0 cm,86.3 cm (34.0 in),77.6 cm,56.8 cm,27.6 cm,8.8 cm,74.3 kg,100-178,100-L(84)-178,85-S(76.2)-178,57ȣ,280mm,24.0
" 2,415 ",20130422,86.6 cm,82.4 cm,165.4 cm,71.5 cm (28.2 in),72.8 cm,56.7 cm,24.1 cm,9.2 cm,52.9 kg,90-168,90-M(78)-168,75-M(74.8)-168,57ȣ,245mm,19.4
" 2,416 ",20130422,91.6 cm,85.7 cm,172.2 cm,73.7 cm (29.0 in),75.6 cm,57.8 cm,26.3 cm,8.8 cm,54.5 kg,90-173,95-L(82)-173,75-M(77)-173,58ȣ,265mm,18.7
" 2,417 ",20130422,86.5 cm,89.8 cm,179.2 cm,70.8 cm (27.9 in),79.0 cm,54.8 cm,26.4 cm,8.5 cm,56.2 kg,90-178,90-M(85)-185,75-M(79.2)-178,55ȣ,265mm,17.5
" 2,418 ",20130422,89.7 cm,87.5 cm,175.6 cm,73.1 cm (28.8 in),77.5 cm,55.1 cm,26.9 cm,10.4 cm,57.6 kg,90-178,90-M(82)-178,75-M(77)-173,55ȣ,270mm,18.7
" 2,419 ",20130422,100.2 cm,85.0 cm,169.9 cm,89.9 cm (35.4 in),75.0 cm,57.2 cm,25.1 cm,10.0 cm,70.2 kg,100-168,100-L(82)-173,90-M(77)-173,57ȣ,255mm,24.3
" 2,420 ",20130422,93.4 cm,87.9 cm,176.9 cm,73.8 cm (29.1 in),78.0 cm,58.2 cm,27.9 cm,9.1 cm,63.0 kg,95-178,95-L(84)-178,75-M(79.2)-178,58ȣ,280mm,20.3
" 2,421 ",20130422,91.7 cm,87.6 cm,175.8 cm,82.5 cm (32.5 in),77.4 cm,56.5 cm,25.7 cm,9.7 cm,60.6 kg,90-178,95-L(84)-178,80-S(76.2)-178,56ȣ,260mm,19.6
" 2,422 ",20130422,91.7 cm,87.0 cm,174.7 cm,70.0 cm (27.6 in),77.2 cm,58.1 cm,25.4 cm,8.7 cm,59.9 kg,90-173,95-L(84)-178,70-M(77)-173,58ȣ,255mm,19.6
" 2,423 ",20130422,96.2 cm,82.4 cm,165.0 cm,81.8 cm (32.2 in),72.7 cm,55.7 cm,25.3 cm,9.2 cm,73.9 kg,95-168,95-L(80)-168,80-S(71.8)-168,56ȣ,255mm,27.1
" 2,424 ",20130422,91.4 cm,91.2 cm,183.4 cm,77.8 cm (30.6 in),80.7 cm,57.1 cm,27.2 cm,9.1 cm,62.5 kg,95-185,90-M(85)-185,80-M(82.3)-185,57ȣ,275mm,0.0
" 2,425 ",20130422,93.2 cm,86.3 cm,172.4 cm,76.2 cm (30.0 in),75.8 cm,58.9 cm,25.5 cm,11.5 cm,64.0 kg,95-173,95-L(82)-173,75-M(77)-173,59ȣ,255mm,21.6
" 2,426 ",20130422,109.7 cm,93.6 cm,187.0 cm,101.2 cm (39.8 in),82.5 cm,60.9 cm,27.9 cm,9.7 cm,96.0 kg,110-185,110-M(85)-185,100-M(82.3)-185,61ȣ,280mm,27.4
" 2,427 ",20130422,93.1 cm,87.6 cm,174.8 cm,78.0 cm (30.7 in),77.3 cm,57.4 cm,26.6 cm,8.7 cm,67.0 kg,95-173,95-L(84)-178,80-M(77)-173,57ȣ,270mm,22.3
" 2,428 ",20130422,97.2 cm,85.7 cm,171.7 cm,90.6 cm (35.7 in),75.5 cm,55.7 cm,24.7 cm,9.4 cm,67.4 kg,95-173,95-L(82)-173,90-M(77)-173,56ȣ,250mm,22.8
" 2,429 ",20130422,77.3 cm,85.5 cm,170.6 cm,78.9 cm (31.1 in),75.1 cm,58.5 cm,26.7 cm,8.6 cm,57.3 kg,90-173,90-M(80)-173,80-S(74)-173,58ȣ,270mm,19.6
" 2,430 ",20130422,99.3 cm,90.7 cm,182.1 cm,91.5 cm (36.0 in),80.4 cm,62.8 cm,28.1 cm,28.0 cm,73.6 kg,100-185,100-L(87)-185,90-M(82.3)-185,62ȣ,285mm,22.2
" 2,431 ",20130422,90.2 cm,88.0 cm,175.9 cm,85.4 cm (33.6 in),77.4 cm,60.1 cm,26.5 cm,9.4 cm,61.3 kg,90-178,90-M(82)-178,85-S(76.2)-178,60ȣ,265mm,19.8
" 2,432 ",20130422,102.4 cm,84.8 cm,169.6 cm,87.7 cm (34.5 in),74.8 cm,56.8 cm,25.6 cm,8.8 cm,72.7 kg,100-168,100-L(82)-173,85-M(74.8)-168,57ȣ,260mm,25.2
" 2,433 ",20130422,102.0 cm,85.0 cm,170.7 cm,91.8 cm (36.2 in),75.0 cm,55.2 cm,25.0 cm,9.8 cm,80.0 kg,100-173,100-L(82)-173,90-M(77)-173,55ȣ,250mm,27.6
" 2,434 ",20130422,102.1 cm,88.8 cm,178.3 cm,86.7 cm (34.1 in),78.7 cm,56.5 cm,26.1 cm,10.4 cm,79.3 kg,100-178,100-L(84)-178,85-M(79.2)-178,57ȣ,265mm,25.0
" 2,435 ",20130422,91.5 cm,82.4 cm,165.6 cm,79.5 cm (31.3 in),73.1 cm,55.1 cm,25.3 cm,8.5 cm,58.3 kg,90-168,95-L(80)-168,80-S(71.8)-168,55ȣ,255mm,21.3
" 2,436 ",20130422,102.5 cm,89.3 cm,177.7 cm,89.6 cm (35.3 in),78.5 cm,57.1 cm,28.3 cm,10.2 cm,84.3 kg,105-178,105-L(84)-178,90-M(79.2)-178,57ȣ,285mm,26.7
" 2,437 ",20130422,118.0 cm,91.3 cm,183.3 cm,100.6 cm (39.6 in),80.6 cm,58.9 cm,27.5 cm,11.2 cm,107.0 kg,120-185,120-M(85)-185,100-M(82.3)-185,59ȣ,275mm,31.7
" 2,438 ",20130422,104.6 cm,84.0 cm,168.6 cm,93.6 cm (36.8 in),74.2 cm,56.4 cm,24.4 cm,8.7 cm,76.4 kg,105-168,105-L(82)-173,95-S(71.8)-168,56ȣ,245mm,26.9
" 2,439 ",20130422,97.9 cm,88.6 cm,177.8 cm,92.0 cm (36.2 in),78.2 cm,57.1 cm,25.7 cm,9.8 cm,75.3 kg,100-178,100-L(84)-178,90-M(79.2)-178,57ȣ,260mm,23.9
" 2,440 ",20130422,95.4 cm,90.2 cm,179.8 cm,86.4 cm (34.0 in),79.4 cm,57.7 cm,26.6 cm,9.8 cm,65.6 kg,95-178,95-L(84)-178,85-M(79.2)-178,58ȣ,270mm,20.3
" 2,441 ",20130422,86.5 cm,82.8 cm,164.8 cm,71.8 cm (28.3 in),72.8 cm,56.1 cm,25.7 cm,8.0 cm,46.9 kg,90-168,90-M(78)-168,75-M(74.8)-168,56ȣ,260mm,17.3
" 2,442 ",20130422,96.2 cm,92.5 cm,184.3 cm,78.4 cm (30.9 in),81.0 cm,57.9 cm,28.0 cm,9.5 cm,68.1 kg,95-185,100-L(87)-185,80-M(82.3)-185,58ȣ,280mm,20.1
" 2,443 ",20130422,91.8 cm,84.9 cm,169.3 cm,79.7 cm (31.4 in),74.6 cm,58.3 cm,26.3 cm,9.0 cm,60.6 kg,90-168,95-L(82)-173,80-M(74.8)-168,58ȣ,265mm,21.1
" 2,444 ",20130422,95.1 cm,89.7 cm,180.0 cm,93.5 cm (36.8 in),79.5 cm,59.5 cm,28.7 cm,8.9 cm,74.9 kg,95-178,95-L(84)-178,95-M(79.2)-178,59ȣ,290mm,23.1
" 2,445 ",20130422,100.8 cm,88.7 cm,178.2 cm,90.1 cm (35.5 in),78.4 cm,56.6 cm,31.2 cm,8.7 cm,73.6 kg,100-178,100-L(84)-178,90-M(79.2)-178,57ȣ,315mm,23.2
" 2,446 ",20130422,113.1 cm,92.0 cm,184.6 cm,108.2 cm (42.6 in),81.3 cm,61.5 cm,28.4 cm,7.8 cm,102.2 kg,115-185,115-M(85)-185,110-M(82.3)-185,61ȣ,285mm,29.9
" 2,447 ",20130422,102.5 cm,88.2 cm,177.2 cm,90.0 cm (35.4 in),78.3 cm,59.6 cm,28.1 cm,10.4 cm,76.5 kg,105-178,105-L(84)-178,90-M(79.2)-178,60ȣ,285mm,24.4
" 2,448 ",20130422,90.2 cm,85.9 cm,172.6 cm,76.9 cm (30.3 in),76.1 cm,57.9 cm,26.6 cm,8.9 cm,61.7 kg,90-173,90-M(80)-173,75-M(77)-173,58ȣ,270mm,20.7
" 2,449 ",20130422,106.7 cm,84.3 cm,168.5 cm,106.7 cm (42.0 in),74.2 cm,60.5 cm,26.7 cm,9.0 cm,84.5 kg,105-168,105-L(82)-173,100-M(77)-173,60ȣ,270mm,29.7
" 2,450 ",20130422,99.4 cm,89.9 cm,179.4 cm,84.2 cm (33.2 in),79.1 cm,56.0 cm,26.4 cm,10.0 cm,72.0 kg,100-178,100-L(84)-178,85-M(79.2)-178,56ȣ,265mm,22.1
" 2,451 ",20130422,109.2 cm,89.6 cm,178.5 cm,99.1 cm (39.0 in),78.7 cm,57.7 cm,26.5 cm,9.5 cm,90.0 kg,110-178,105-L(84)-178,100-M(79.2)-178,58ȣ,265mm,28.2
" 2,452 ",20130422,90.4 cm,85.9 cm,172.2 cm,78.3 cm (30.8 in),76.0 cm,55.3 cm,25.9 cm,9.1 cm,59.7 kg,90-173,90-M(80)-173,80-M(77)-173,55ȣ,260mm,20.1
" 2,453 ",20130422,99.3 cm,83.8 cm,168.3 cm,85.8 cm (33.8 in),74.0 cm,56.8 cm,25.1 cm,8.8 cm,61.8 kg,100-168,100-L(80)-168,85-M(74.8)-168,57ȣ,255mm,21.8
" 2,454 ",20130422,88.7 cm,82.2 cm,164.9 cm,77.2 cm (30.4 in),72.8 cm,57.5 cm,25.5 cm,9.2 cm,56.6 kg,90-168,90-M(78)-168,75-M(74.8)-168,58ȣ,255mm,20.8
" 2,455 ",20130422,103.2 cm,87.6 cm,174.6 cm,83.0 cm (32.7 in),76.8 cm,57.1 cm,26.7 cm,9.9 cm,69.7 kg,105-173,105-L(84)-178,85-M(77)-173,57ȣ,270mm,22.9
" 2,456 ",20130422,93.2 cm,84.9 cm,169.7 cm,76.1 cm (30.0 in),74.9 cm,57.2 cm,24.8 cm,8.6 cm,59.0 kg,95-168,95-L(82)-173,75-M(74.8)-168,57ȣ,250mm,20.4
" 2,457 ",20130422,93.0 cm,83.3 cm,167.2 cm,83.8 cm (33.0 in),73.6 cm,58.9 cm,30.1 cm,7.4 cm,51.1 kg,95-168,95-L(80)-168,85-M(74.8)-168,59ȣ,305mm,18.3
" 2,458 ",20130422,117.8 cm,90.8 cm,181.8 cm,103.7 cm (40.8 in),80.3 cm,60.4 cm,29.3 cm,10.4 cm,104.5 kg,120-185,120-M(85)-185,105-M(82.3)-185,60ȣ,295mm,31.6
" 2,459 ",20130422,102.3 cm,84.7 cm,170.1 cm,91.0 cm (35.8 in),75.0 cm,57.3 cm,26.3 cm,8.9 cm,74.4 kg,100-168,100-L(82)-173,90-M(77)-173,57ȣ,265mm,25.6
